scenario,operation,second,latency_ms,ok
postgres,checkout,44.850,13.496,true
postgres,order history,44.860,-1.226,true
postgres,product page,44.870,0.685,true
postgres,order history,44.880,-0.088,true
postgres,product page,44.890,0.805,true
postgres,order history,44.900,0.300,true
postgres,order history,44.910,0.405,true
postgres,product page,44.920,1.288,true
postgres,product page,44.930,1.327,true
postgres,product page,44.940,0.446,true
postgres,product page,44.950,0.503,true
postgres,order history,44.960,-0.043,true
postgres,product page,44.970,0.828,true
postgres,product page,44.980,0.827,true
postgres,product page,44.990,0.998,true
postgres,product page,45.000,1.125,true
postgres,product page,45.010,1.893,true
postgres,product page,45.020,1.499,true
postgres,product page,45.030,0.139,true
postgres,product page,45.040,0.464,true
postgres,product page,45.050,0.559,true
postgres,product page,45.060,0.791,true
postgres,product page,45.070,1.055,true
postgres,product page,45.080,1.253,true
postgres,product page,45.090,1.058,true
postgres,product page,45.100,1.308,true
postgres,product page,45.110,0.490,true
postgres,product page,45.120,0.943,true
postgres,order history,45.130,-0.052,true
postgres,checkout,45.140,13.612,true
postgres,order history,45.150,0.210,true
postgres,product page,45.160,1.029,true
postgres,product page,45.170,1.077,true
postgres,product page,45.180,1.321,true
postgres,product page,45.190,1.429,true
postgres,product page,45.200,0.454,true
postgres,order history,45.210,-0.251,true
postgres,product page,45.220,0.758,true
postgres,product page,45.230,0.796,true
postgres,order history,45.240,0.338,true
postgres,order history,45.250,0.389,true
postgres,product page,45.260,1.226,true
postgres,product page,45.270,1.361,true
postgres,product page,45.280,0.222,true
postgres,product page,45.290,0.669,true
postgres,product page,45.300,0.989,true
postgres,order history,45.310,0.837,true
postgres,order history,45.320,0.320,true
postgres,checkout,45.330,16.485,true
postgres,order history,45.340,0.408,true
postgres,product page,45.350,1.535,true
postgres,order history,45.360,-0.100,true
postgres,product page,45.370,1.053,true
postgres,product page,45.380,1.159,true
postgres,product page,45.390,1.214,true
postgres,product page,45.400,1.536,true
postgres,product page,45.410,1.600,true
postgres,product page,45.420,0.603,true
postgres,product page,45.430,1.464,true
postgres,product page,45.440,1.076,true
postgres,product page,45.450,1.296,true
postgres,product page,45.460,1.509,true
postgres,product page,45.470,0.773,true
postgres,product page,45.480,0.945,true
postgres,product page,45.490,1.587,true
postgres,order history,45.500,0.651,true
postgres,product page,45.510,1.614,true
postgres,product page,45.520,0.826,true
postgres,order history,45.530,0.275,true
postgres,product page,45.540,1.084,true
postgres,order history,45.550,0.674,true
postgres,order history,45.560,2.521,true
postgres,checkout,45.570,23.962,true
postgres,product page,45.580,1.272,true
postgres,product page,45.590,1.575,true
postgres,product page,45.600,0.646,true
postgres,checkout,45.610,14.337,true
postgres,checkout,45.620,14.009,true
postgres,product page,45.630,0.946,true
postgres,product page,45.640,1.364,true
postgres,product page,45.650,1.450,true
postgres,product page,45.660,1.599,true
postgres,product page,45.670,0.652,true
postgres,order history,45.680,0.249,true
postgres,order history,45.690,0.341,true
postgres,product page,45.700,1.254,true
postgres,product page,45.710,1.479,true
postgres,product page,45.720,2.122,true
postgres,checkout,45.730,17.605,true
postgres,product page,45.740,0.929,true
postgres,checkout,45.750,14.393,true
postgres,product page,45.760,1.362,true
postgres,product page,45.770,2.565,true
postgres,order history,45.780,1.305,true
postgres,product page,45.790,0.801,true
postgres,product page,45.800,3.694,true
postgres,product page,45.810,3.232,true
postgres,product page,45.820,0.686,true
postgres,order history,45.830,0.312,true
postgres,product page,45.840,2.683,true
postgres,order history,45.850,0.476,true
postgres,product page,45.860,1.267,true
postgres,product page,45.870,1.665,true
postgres,order history,45.880,-0.836,true
postgres,product page,45.890,2.463,true
postgres,product page,45.900,3.808,true
postgres,order history,45.910,1.239,true
postgres,order history,45.920,-0.807,true
postgres,product page,45.930,1.282,true
postgres,product page,45.940,1.472,true
postgres,product page,45.950,1.956,true
postgres,order history,45.960,0.432,true
postgres,order history,45.970,1.714,true
postgres,product page,45.980,3.265,true
postgres,product page,45.990,0.924,true
postgres,product page,46.000,1.013,true
postgres,product page,46.010,1.933,true
postgres,product page,46.020,10.938,true
postgres,product page,46.030,2.695,true
postgres,product page,46.040,2.632,true
postgres,order history,46.050,2.783,true
postgres,product page,46.060,0.972,true
postgres,checkout,46.070,20.355,true
postgres,product page,46.080,4.449,true
postgres,order history,46.090,1.343,true
postgres,order history,46.100,0.766,true
postgres,product page,46.110,2.122,true
postgres,order history,46.120,0.673,true
postgres,product page,46.130,1.396,true
postgres,product page,46.140,4.428,true
postgres,product page,46.150,1.528,true
postgres,product page,46.160,2.122,true
postgres,product page,46.170,1.766,true
postgres,checkout,46.180,16.370,true
postgres,product page,46.190,0.335,true
postgres,product page,46.200,1.329,true
postgres,product page,46.210,1.688,true
postgres,checkout,46.220,14.875,true
postgres,product page,46.230,1.013,true
postgres,product page,46.240,1.598,true
postgres,product page,46.250,1.962,true
postgres,product page,46.260,1.561,true
postgres,product page,46.270,0.516,true
postgres,product page,46.280,0.897,true
postgres,product page,46.290,0.908,true
postgres,order history,46.300,0.587,true
postgres,checkout,46.310,15.375,true
postgres,product page,46.320,1.508,true
postgres,product page,46.330,1.434,true
postgres,order history,46.340,-0.899,true
postgres,product page,46.350,0.868,true
postgres,product page,46.360,1.065,true
postgres,order history,46.370,0.443,true
postgres,product page,46.380,1.696,true
postgres,product page,46.390,0.539,true
postgres,product page,46.400,1.269,true
postgres,checkout,46.410,14.484,true
postgres,checkout,46.420,14.765,true
postgres,product page,46.430,1.294,true
postgres,product page,46.440,1.308,true
postgres,product page,46.450,1.380,true
postgres,product page,46.460,0.522,true
postgres,product page,46.470,0.775,true
postgres,product page,46.480,0.706,true
postgres,product page,46.490,0.983,true
postgres,checkout,46.500,13.309,true
postgres,order history,46.510,0.602,true
postgres,product page,46.520,1.678,true
postgres,product page,46.530,-0.373,true
postgres,product page,46.540,0.689,true
postgres,checkout,46.550,13.207,true
postgres,product page,46.560,1.109,true
postgres,checkout,46.570,13.433,true
postgres,product page,46.580,1.619,true
postgres,product page,46.590,1.523,true
postgres,product page,46.600,0.461,true
postgres,product page,46.610,0.676,true
postgres,checkout,46.620,13.476,true
postgres,product page,46.630,1.029,true
postgres,product page,46.640,0.781,true
postgres,order history,46.650,0.523,true
postgres,product page,46.660,1.779,true
postgres,product page,46.670,0.820,true
postgres,product page,46.680,0.932,true
postgres,product page,46.690,0.912,true
postgres,product page,46.700,1.313,true
postgres,product page,46.710,1.459,true
postgres,product page,46.720,1.276,true
postgres,order history,46.730,-0.200,true
postgres,order history,46.740,-0.120,true
postgres,product page,46.750,0.669,true
postgres,product page,46.760,0.858,true
postgres,product page,46.770,0.863,true
postgres,checkout,46.780,16.832,true
postgres,product page,46.790,1.089,true
postgres,checkout,46.800,13.193,true
postgres,product page,46.810,-0.468,true
postgres,product page,46.820,1.308,true
postgres,product page,46.830,0.535,true
postgres,product page,46.840,0.848,true
postgres,product page,46.850,1.996,true
postgres,product page,46.860,1.482,true
postgres,product page,46.870,1.486,true
postgres,order history,46.880,0.426,true
postgres,product page,46.890,2.170,true
postgres,product page,46.900,2.128,true
postgres,product page,46.910,1.163,true
postgres,product page,46.920,1.984,true
postgres,product page,46.930,1.470,true
postgres,product page,46.940,1.909,true
postgres,product page,46.950,0.845,true
postgres,product page,46.960,1.154,true
postgres,order history,46.970,0.437,true
postgres,order history,46.980,0.559,true
postgres,order history,46.990,0.714,true
postgres,order history,47.000,-0.201,true
postgres,product page,47.010,0.687,true
postgres,product page,47.020,1.236,true
postgres,product page,47.030,1.460,true
postgres,product page,47.040,1.695,true
postgres,product page,47.050,0.156,true
postgres,product page,47.060,5.330,true
postgres,product page,47.070,3.196,true
postgres,order history,47.080,-0.136,true
postgres,product page,47.090,1.354,true
postgres,product page,47.100,1.605,true
postgres,order history,47.110,-0.052,true
postgres,checkout,47.120,15.303,true
postgres,product page,47.130,2.089,true
postgres,product page,47.140,2.067,true
postgres,product page,47.150,1.174,true
postgres,product page,47.160,0.891,true
postgres,product page,47.170,1.143,true
postgres,product page,47.180,1.021,true
postgres,product page,47.190,1.060,true
postgres,product page,47.200,1.179,true
postgres,product page,47.210,0.469,true
postgres,product page,47.220,0.419,true
postgres,order history,47.230,0.045,true
postgres,order history,47.240,0.096,true
postgres,order history,47.250,0.196,true
postgres,product page,47.260,0.970,true
postgres,order history,47.270,0.527,true
postgres,product page,47.280,1.112,true
postgres,order history,47.290,-0.255,true
postgres,product page,47.300,0.625,true
postgres,product page,47.310,0.620,true
postgres,product page,47.320,0.823,true
postgres,product page,47.330,1.149,true
postgres,order history,47.340,0.655,true
postgres,order history,47.350,-0.313,true
postgres,product page,47.360,0.387,true
postgres,product page,47.370,0.518,true
postgres,product page,47.380,0.753,true
postgres,product page,47.390,1.113,true
postgres,product page,47.400,1.365,true
postgres,product page,47.410,1.358,true
postgres,product page,47.420,0.216,true
postgres,product page,47.430,0.422,true
postgres,order history,47.440,0.013,true
postgres,order history,47.450,0.183,true
postgres,checkout,47.460,13.012,true
postgres,order history,47.470,0.370,true
postgres,order history,47.480,0.427,true
postgres,product page,47.490,0.998,true
postgres,product page,47.500,0.110,true
postgres,product page,47.510,0.358,true
postgres,product page,47.520,0.674,true
postgres,order history,47.530,0.018,true
postgres,product page,47.540,0.580,true
postgres,order history,47.550,0.389,true
postgres,product page,47.560,0.995,true
postgres,product page,47.570,1.363,true
postgres,product page,47.580,1.363,true
postgres,order history,47.590,-0.128,true
postgres,product page,47.600,0.296,true
postgres,product page,47.610,0.540,true
postgres,order history,47.620,0.195,true
postgres,product page,47.630,0.776,true
postgres,order history,47.640,0.432,true
postgres,order history,47.650,0.451,true
postgres,product page,47.660,1.228,true
postgres,checkout,47.670,12.100,true
postgres,product page,47.680,0.259,true
postgres,product page,47.690,0.444,true
postgres,order history,47.700,0.107,true
postgres,product page,47.710,0.676,true
postgres,product page,47.720,0.805,true
postgres,product page,47.730,0.899,true
postgres,product page,47.740,0.986,true
postgres,product page,47.750,1.078,true
postgres,product page,47.760,0.184,true
postgres,product page,47.770,0.325,true
postgres,order history,47.780,-0.105,true
postgres,checkout,47.790,13.115,true
postgres,checkout,47.800,13.728,true
postgres,order history,47.810,0.197,true
postgres,product page,47.820,0.821,true
postgres,product page,47.830,1.171,true
postgres,product page,47.840,1.161,true
postgres,checkout,47.850,11.386,true
postgres,product page,47.860,0.600,true
postgres,checkout,47.870,12.533,true
postgres,product page,47.880,0.776,true
postgres,product page,47.890,0.974,true
postgres,product page,47.900,1.797,true
postgres,product page,47.910,1.892,true
postgres,order history,47.920,0.687,true
postgres,product page,47.930,0.580,true
postgres,product page,47.940,1.171,true
postgres,product page,47.950,1.444,true
postgres,product page,47.960,1.829,true
postgres,product page,47.970,1.806,true
postgres,product page,47.980,1.017,true
postgres,checkout,47.990,18.161,true
postgres,checkout,48.000,20.628,true
postgres,order history,48.010,1.868,true
postgres,order history,48.020,2.124,true
postgres,product page,48.030,1.536,true
postgres,product page,48.040,1.501,true
postgres,product page,48.050,0.419,true
postgres,order history,48.060,0.480,true
postgres,product page,48.070,1.724,true
postgres,product page,48.080,4.478,true
postgres,product page,48.090,-0.104,true
postgres,product page,48.100,1.548,true
postgres,order history,48.110,2.401,true
postgres,product page,48.120,19.493,true
postgres,product page,48.130,3.319,true
postgres,product page,48.140,1.700,true
postgres,product page,48.150,1.589,true
postgres,order history,48.160,0.206,true
postgres,product page,48.170,1.106,true
postgres,product page,48.180,1.645,true
postgres,product page,48.190,0.928,true
postgres,order history,48.200,1.665,true
postgres,product page,48.210,1.146,true
postgres,checkout,48.220,17.415,true
postgres,product page,48.230,1.351,true
postgres,checkout,48.240,14.554,true
postgres,product page,48.250,1.639,true
postgres,product page,48.260,2.124,true
postgres,product page,48.270,0.479,true
postgres,checkout,48.280,15.794,true
postgres,checkout,48.290,17.020,true
postgres,product page,48.300,1.198,true
postgres,order history,48.310,0.373,true
postgres,product page,48.320,1.228,true
postgres,checkout,48.330,13.784,true
postgres,product page,48.340,1.300,true
postgres,product page,48.350,0.903,true
postgres,product page,48.360,1.059,true
postgres,product page,48.370,1.107,true
postgres,product page,48.380,0.129,true
postgres,product page,48.390,0.334,true
postgres,product page,48.400,0.403,true
postgres,order history,48.410,0.103,true
postgres,product page,48.420,0.622,true
postgres,product page,48.430,0.929,true
postgres,product page,48.440,0.985,true
postgres,product page,48.450,1.032,true
postgres,product page,48.460,1.333,true
postgres,order history,48.470,-0.276,true
postgres,order history,48.480,-0.106,true
postgres,product page,48.490,0.539,true
postgres,product page,48.500,0.736,true
postgres,product page,48.510,0.639,true
postgres,product page,48.520,0.747,true
postgres,product page,48.530,0.972,true
postgres,product page,48.540,1.351,true
postgres,product page,48.550,0.379,true
postgres,product page,48.560,0.254,true
postgres,product page,48.570,0.431,true
postgres,product page,48.580,0.574,true
postgres,order history,48.590,0.149,true
postgres,order history,48.600,0.371,true
postgres,product page,48.610,1.007,true
postgres,checkout,48.620,0.763,true
postgres,product page,48.630,0.218,true
postgres,product page,48.640,0.178,true
postgres,product page,48.650,0.408,true
postgres,checkout,48.660,24.353,true
postgres,order history,48.670,0.063,true
postgres,order history,48.680,0.167,true
postgres,checkout,48.690,14.761,true
postgres,product page,48.700,13.819,true
postgres,checkout,48.710,12.932,true
postgres,product page,48.720,0.065,true
postgres,checkout,48.730,11.941,true
postgres,product page,48.740,0.653,true
postgres,order history,48.750,0.152,true
postgres,product page,48.760,0.987,true
postgres,checkout,48.770,14.915,true
postgres,order history,48.780,0.509,true
postgres,product page,48.790,1.639,true
postgres,product page,48.800,0.132,true
postgres,order history,48.810,-1.310,true
postgres,order history,48.820,0.006,true
postgres,product page,48.830,0.785,true
postgres,product page,48.840,0.838,true
postgres,order history,48.850,0.667,true
postgres,product page,48.860,1.322,true
postgres,product page,48.870,1.627,true
postgres,order history,48.880,-0.085,true
postgres,product page,48.890,0.747,true
postgres,product page,48.900,0.985,true
postgres,product page,48.910,1.195,true
postgres,product page,48.920,1.285,true
postgres,product page,48.930,1.907,true
postgres,product page,48.940,1.476,true
postgres,order history,48.950,-0.040,true
postgres,product page,48.960,0.860,true
postgres,order history,48.970,0.286,true
postgres,order history,48.980,0.357,true
postgres,product page,48.990,1.059,true
postgres,product page,49.000,1.287,true
postgres,product page,49.010,1.344,true
postgres,product page,49.020,0.344,true
postgres,order history,49.030,-0.145,true
postgres,checkout,49.040,18.306,true
postgres,product page,49.050,0.664,true
postgres,product page,49.060,0.723,true
postgres,product page,49.070,0.834,true
postgres,product page,49.080,1.003,true
postgres,product page,49.090,1.041,true
postgres,order history,49.100,0.695,true
postgres,product page,49.110,-0.550,true
postgres,product page,49.120,0.740,true
postgres,product page,49.130,0.606,true
postgres,product page,49.140,0.713,true
postgres,product page,49.150,0.702,true
postgres,order history,49.160,0.240,true
postgres,checkout,49.170,12.979,true
postgres,checkout,49.180,16.527,true
postgres,product page,49.190,0.834,true
postgres,product page,49.200,0.359,true
postgres,product page,49.210,0.547,true
postgres,product page,49.220,0.661,true
postgres,checkout,49.230,12.131,true
postgres,product page,49.240,0.728,true
postgres,product page,49.250,0.838,true
postgres,order history,49.260,0.397,true
postgres,order history,49.270,0.448,true
postgres,order history,49.280,0.608,true
postgres,checkout,49.290,12.261,true
postgres,product page,49.300,0.402,true
postgres,checkout,49.310,-0.077,true
postgres,product page,49.320,0.813,true
postgres,checkout,49.330,17.720,true
postgres,order history,49.340,0.192,true
postgres,product page,49.350,0.943,true
postgres,order history,49.360,0.339,true
postgres,product page,49.370,1.052,true
postgres,checkout,49.380,11.327,true
postgres,product page,49.390,0.352,true
postgres,product page,49.400,0.261,true
postgres,checkout,49.410,12.239,true
postgres,checkout,49.420,12.789,true
postgres,product page,49.430,0.625,true
postgres,product page,49.440,0.601,true
postgres,product page,49.450,0.688,true
postgres,product page,49.460,1.089,true
postgres,product page,49.470,0.988,true
postgres,product page,49.480,1.102,true
postgres,product page,49.490,0.120,true
postgres,checkout,49.500,22.261,true
postgres,product page,49.510,0.435,true
postgres,order history,49.520,0.051,true
postgres,order history,49.530,0.017,true
postgres,order history,49.540,0.113,true
postgres,product page,49.550,0.767,true
postgres,product page,49.560,0.874,true
postgres,product page,49.570,1.020,true
postgres,product page,49.580,1.886,true
postgres,product page,49.590,0.090,true
postgres,order history,49.600,-0.300,true
postgres,product page,49.610,0.459,true
postgres,product page,49.620,0.429,true
postgres,product page,49.630,0.686,true
postgres,product page,49.640,0.880,true
postgres,product page,49.650,0.700,true
postgres,product page,49.660,1.147,true
postgres,checkout,49.670,13.847,true
postgres,checkout,49.680,18.476,true
postgres,order history,49.690,-0.439,true
postgres,product page,49.700,0.725,true
postgres,order history,49.710,-0.205,true
postgres,product page,49.720,0.659,true
postgres,product page,49.730,0.700,true
postgres,order history,49.740,0.215,true
postgres,product page,49.750,0.869,true
postgres,product page,49.760,0.923,true
postgres,product page,49.770,0.964,true
postgres,checkout,49.780,11.630,true
postgres,product page,49.790,0.198,true
postgres,order history,49.800,-0.170,true
postgres,order history,49.810,-0.162,true
postgres,order history,49.820,0.010,true
postgres,order history,49.830,0.122,true
postgres,product page,49.840,0.864,true
postgres,order history,49.850,0.317,true
postgres,product page,49.860,0.941,true
postgres,order history,49.870,0.605,true
postgres,product page,49.880,0.499,true
postgres,product page,49.890,0.166,true
postgres,order history,49.900,-0.170,true
postgres,checkout,49.910,14.434,true
postgres,checkout,49.920,13.871,true
postgres,product page,49.930,0.627,true
postgres,order history,49.940,0.161,true
postgres,order history,49.950,0.280,true
postgres,product page,49.960,1.001,true
postgres,order history,49.970,0.470,true
postgres,product page,49.980,0.013,true
postgres,product page,49.990,1.203,true
postgres,order history,50.000,1.040,true
postgres,product page,50.010,0.858,true
postgres,product page,50.020,1.369,true
postgres,product page,50.030,1.504,true
postgres,product page,50.040,4.459,true
postgres,product page,50.050,2.252,true
postgres,product page,50.060,1.314,true
postgres,product page,50.070,1.674,true
postgres,product page,50.080,1.597,true
postgres,product page,50.090,5.085,true
postgres,product page,50.100,3.822,true
postgres,product page,50.110,1.422,true
postgres,product page,50.120,2.344,true
postgres,product page,50.130,1.692,true
postgres,product page,50.140,0.864,true
postgres,product page,50.150,2.819,true
postgres,product page,50.160,0.915,true
postgres,product page,50.170,2.449,true
postgres,checkout,50.180,128.169,true
postgres,product page,50.190,0.804,true
postgres,product page,50.200,1.556,true
postgres,product page,50.210,1.855,true
postgres,product page,50.220,1.005,true
postgres,product page,50.230,1.066,true
postgres,product page,50.240,2.217,true
postgres,product page,50.250,1.508,true
postgres,product page,50.260,0.764,true
postgres,product page,50.270,1.102,true
postgres,product page,50.280,1.232,true
postgres,order history,50.290,0.576,true
postgres,product page,50.300,1.380,true
postgres,product page,50.310,0.107,true
postgres,order history,50.320,-0.072,true
postgres,product page,50.330,0.517,true
postgres,product page,50.340,0.596,true
postgres,checkout,50.350,12.196,true
postgres,product page,50.360,0.964,true
postgres,product page,50.370,1.100,true
postgres,product page,50.380,0.107,true
postgres,product page,50.390,-0.669,true
postgres,product page,50.400,0.368,true
postgres,product page,50.410,0.562,true
postgres,checkout,50.420,13.210,true
postgres,product page,50.430,1.076,true
postgres,order history,50.440,0.404,true
postgres,product page,50.450,1.212,true
postgres,product page,50.460,1.266,true
postgres,product page,50.470,0.191,true
postgres,product page,50.480,0.348,true
postgres,product page,50.490,1.043,true
postgres,product page,50.500,0.753,true
postgres,product page,50.510,0.914,true
postgres,product page,50.520,0.988,true
postgres,product page,50.530,1.029,true
postgres,product page,50.540,0.157,true
postgres,product page,50.550,0.340,true
postgres,product page,50.560,0.459,true
postgres,product page,50.570,0.993,true
postgres,product page,50.580,0.701,true
postgres,checkout,50.590,11.536,true
postgres,product page,50.600,0.915,true
postgres,checkout,50.610,12.363,true
postgres,order history,50.620,0.556,true
postgres,product page,50.630,0.259,true
postgres,product page,50.640,0.305,true
postgres,checkout,50.650,11.898,true
postgres,product page,50.660,1.544,true
postgres,order history,50.670,-0.020,true
postgres,product page,50.680,0.815,true
postgres,product page,50.690,0.724,true
postgres,product page,50.700,0.918,true
postgres,product page,50.710,0.955,true
postgres,order history,50.720,0.513,true
postgres,product page,50.730,0.264,true
postgres,order history,50.740,-0.351,true
postgres,product page,50.750,0.303,true
postgres,product page,50.760,0.512,true
postgres,product page,50.770,0.439,true
postgres,order history,50.780,0.026,true
postgres,product page,50.790,0.628,true
postgres,product page,50.800,0.829,true
postgres,checkout,50.810,12.585,true
postgres,product page,50.820,1.081,true
postgres,product page,50.830,0.181,true
postgres,order history,50.840,-0.173,true
postgres,product page,50.850,0.745,true
postgres,checkout,50.860,12.451,true
postgres,product page,50.870,0.643,true
postgres,product page,50.880,0.780,true
postgres,checkout,50.890,12.159,true
postgres,product page,50.900,1.088,true
postgres,product page,50.910,1.012,true
postgres,product page,50.920,0.193,true
postgres,product page,50.930,0.346,true
postgres,product page,50.940,0.376,true
postgres,product page,50.950,0.444,true
postgres,product page,50.960,0.519,true
postgres,checkout,50.970,12.282,true
postgres,product page,50.980,0.784,true
postgres,product page,50.990,0.915,true
postgres,product page,51.000,0.940,true
postgres,product page,51.010,0.014,true
postgres,product page,51.020,0.103,true
postgres,product page,51.030,0.264,true
postgres,product page,51.040,0.283,true
postgres,product page,51.050,0.479,true
postgres,product page,51.060,0.657,true
postgres,order history,51.070,0.049,true
postgres,checkout,51.080,12.249,true
postgres,order history,51.090,0.274,true
postgres,order history,51.100,0.384,true
postgres,order history,51.110,0.527,true
postgres,product page,51.120,0.119,true
postgres,product page,51.130,0.255,true
postgres,product page,51.140,0.371,true
postgres,order history,51.150,-0.206,true
postgres,product page,51.160,0.421,true
postgres,product page,51.170,0.590,true
postgres,order history,51.180,0.217,true
postgres,product page,51.190,0.753,true
postgres,product page,51.200,0.863,true
postgres,order history,51.210,0.394,true
postgres,product page,51.220,1.077,true
postgres,product page,51.230,0.253,true
postgres,product page,51.240,0.281,true
postgres,product page,51.250,0.364,true
postgres,product page,51.260,0.460,true
postgres,product page,51.270,0.598,true
postgres,order history,51.280,0.032,true
postgres,product page,51.290,0.769,true
postgres,product page,51.300,0.822,true
postgres,product page,51.310,0.866,true
postgres,checkout,51.320,24.047,true
postgres,order history,51.330,0.479,true
postgres,order history,51.340,-0.323,true
postgres,checkout,51.350,12.034,true
postgres,product page,51.360,0.482,true
postgres,order history,51.370,-0.053,true
postgres,order history,51.380,0.030,true
postgres,product page,51.390,1.007,true
postgres,product page,51.400,0.893,true
postgres,order history,51.410,0.405,true
postgres,product page,51.420,1.046,true
postgres,product page,51.430,1.111,true
postgres,product page,51.440,0.221,true
postgres,product page,51.450,0.324,true
postgres,order history,51.460,-0.167,true
postgres,checkout,51.470,20.802,true
postgres,checkout,51.480,19.971,true
postgres,product page,51.490,0.774,true
postgres,order history,51.500,0.282,true
postgres,product page,51.510,1.481,true
postgres,product page,51.520,1.060,true
postgres,order history,51.530,2.345,true
postgres,order history,51.540,0.707,true
postgres,order history,51.550,-0.215,true
postgres,product page,51.560,0.650,true
postgres,order history,51.570,0.379,true
postgres,product page,51.580,1.171,true
postgres,order history,51.590,0.580,true
postgres,order history,51.600,0.650,true
postgres,product page,51.610,2.075,true
postgres,product page,51.620,-0.175,true
postgres,product page,51.630,1.591,true
postgres,product page,51.640,1.534,true
postgres,product page,51.650,1.900,true
postgres,order history,51.660,2.190,true
postgres,product page,51.670,1.635,true
postgres,product page,51.680,1.649,true
postgres,order history,51.690,0.856,true
postgres,product page,51.700,1.185,true
postgres,order history,51.710,1.769,true
postgres,product page,51.720,0.116,true
postgres,checkout,51.730,16.701,true
postgres,product page,51.740,1.466,true
postgres,product page,51.750,1.713,true
postgres,order history,51.760,2.597,true
postgres,product page,51.770,4.298,true
postgres,product page,51.780,2.062,true
postgres,product page,51.790,3.615,true
postgres,checkout,51.800,22.275,true
postgres,product page,51.810,3.447,true
postgres,product page,51.820,1.556,true
postgres,product page,51.830,1.523,true
postgres,product page,51.840,1.560,true
postgres,product page,51.850,3.993,true
postgres,order history,51.860,0.822,true
postgres,product page,51.870,1.581,true
postgres,product page,51.880,0.623,true
postgres,product page,51.890,0.789,true
postgres,checkout,51.900,13.565,true
postgres,product page,51.910,0.772,true
postgres,product page,51.920,0.990,true
postgres,product page,51.930,1.090,true
postgres,order history,51.940,0.645,true
postgres,product page,51.950,0.552,true
postgres,product page,51.960,0.655,true
postgres,product page,51.970,0.869,true
postgres,order history,51.980,0.322,true
postgres,product page,51.990,1.092,true
postgres,checkout,52.000,13.875,true
postgres,product page,52.010,1.432,true
postgres,product page,52.020,0.560,true
postgres,product page,52.030,0.628,true
postgres,checkout,52.040,13.578,true
postgres,product page,52.050,0.762,true
postgres,product page,52.060,0.867,true
postgres,order history,52.070,0.534,true
postgres,product page,52.080,2.038,true
postgres,product page,52.090,6.230,true
postgres,product page,52.100,3.847,true
postgres,product page,52.110,1.694,true
postgres,product page,52.120,1.415,true
postgres,product page,52.130,1.688,true
postgres,product page,52.140,1.235,true
postgres,product page,52.150,0.856,true
postgres,product page,52.160,2.737,true
postgres,checkout,52.170,15.555,true
postgres,order history,52.180,0.943,true
postgres,product page,52.190,1.732,true
postgres,product page,52.200,2.814,true
postgres,product page,52.210,2.065,true
postgres,product page,52.220,3.227,true
postgres,product page,52.230,1.572,true
postgres,product page,52.240,1.296,true
postgres,product page,52.250,2.471,true
postgres,product page,52.260,1.499,true
postgres,product page,52.270,1.781,true
postgres,product page,52.280,2.201,true
postgres,product page,52.290,1.270,true
postgres,product page,52.300,2.615,true
postgres,product page,52.310,1.740,true
postgres,order history,52.320,1.961,true
postgres,order history,52.330,0.588,true
postgres,product page,52.340,2.303,true
postgres,order history,52.350,0.857,true
postgres,product page,52.360,1.215,true
postgres,product page,52.370,0.776,true
postgres,checkout,52.380,14.355,true
postgres,product page,52.390,1.689,true
postgres,checkout,52.400,16.519,true
postgres,product page,52.410,2.415,true
postgres,order history,52.420,0.789,true
postgres,checkout,52.430,19.473,true
postgres,product page,52.440,1.768,true
postgres,checkout,52.450,20.049,true
postgres,product page,52.460,1.416,true
postgres,product page,52.470,1.459,true
postgres,product page,52.480,0.573,true
postgres,checkout,52.490,13.653,true
postgres,product page,52.500,0.668,true
postgres,product page,52.510,0.829,true
postgres,product page,52.520,1.025,true
postgres,product page,52.530,0.981,true
postgres,product page,52.540,1.399,true
postgres,product page,52.550,1.536,true
postgres,product page,52.560,0.649,true
postgres,product page,52.570,0.828,true
postgres,product page,52.580,1.017,true
postgres,product page,52.590,2.433,true
postgres,product page,52.600,1.442,true
postgres,product page,52.610,1.585,true
postgres,product page,52.620,0.681,true
postgres,product page,52.630,0.818,true
postgres,product page,52.640,0.880,true
postgres,product page,52.650,1.045,true
postgres,product page,52.660,1.291,true
postgres,product page,52.670,1.433,true
postgres,product page,52.680,1.475,true
postgres,order history,52.690,-1.078,true
postgres,product page,52.700,0.766,true
postgres,product page,52.710,0.895,true
postgres,order history,52.720,0.398,true
postgres,product page,52.730,0.883,true
postgres,product page,52.740,1.073,true
postgres,product page,52.750,1.051,true
postgres,product page,52.760,0.166,true
postgres,product page,52.770,0.501,true
postgres,product page,52.780,0.763,true
postgres,product page,52.790,0.659,true
postgres,product page,52.800,0.848,true
postgres,product page,52.810,2.284,true
postgres,product page,52.820,0.516,true
postgres,product page,52.830,1.349,true
postgres,order history,52.840,0.245,true
postgres,product page,52.850,0.929,true
postgres,product page,52.860,1.045,true
postgres,order history,52.870,0.618,true
postgres,product page,52.880,0.320,true
postgres,product page,52.890,0.455,true
postgres,product page,52.900,0.563,true
postgres,product page,52.910,0.679,true
postgres,product page,52.920,0.982,true
postgres,product page,52.930,1.054,true
postgres,product page,52.940,1.102,true
postgres,product page,52.950,1.163,true
postgres,product page,52.960,0.210,true
postgres,order history,52.970,-0.202,true
postgres,product page,52.980,0.574,true
